Id,R_G1,R_G2,R_G3
DEU_LocationALower-11_10_T-1,0.1887661427495577,1.0,0.0630721381686201
DEU_LocationALower-11_11_T-1,0.1985268284262495,1.0,-0.0084958533922361
DEU_LocationALower-11_12_T-1,0.231778120841057,1.0,0.0174241382769229
DEU_LocationALower-11_13_T-1,-0.0292683447058736,1.0,-0.0053278545415584
DEU_LocationALower-11_14_T-1,0.1431482616968807,1.0,0.0601921452191148
DEU_LocationALower-11_1_T-1,-0.0041183998469389,1.0,-0.0084958599304998
DEU_LocationALower-11_2_T-1,0.1636179096010449,1.0,0.0216001433915743
DEU_LocationALower-11_3_T-1,0.0903719404303374,1.0,0.1084321389573507
DEU_LocationALower-11_5_T-1,0.104882492886426,1.0,0.0419041424895933
DEU_LocationALower-11_6_T-1,0.1862323337389539,1.0,0.010944147139287
DEU_LocationALower-11_7_T-1,0.4628358161368541,1.0,0.0112321472687472
DEU_LocationALower-11_8_T-1,0.0216015388467219,1.0,0.0283681457949653
DEU_LocationALower-11_9_T-1,0.8116331947085165,1.0,0.0345601383936964
DEU_LocationALower-12_10_T-1,0.0002694755560349,1.0,-0.0017278490799704
DEU_LocationALower-12_11_T-1,0.1642515894606445,1.0,0.0695521413058724
DEU_LocationALower-12_12_T-1,0.025285019779466,1.0,0.0508321401307467
DEU_LocationALower-12_13_T-1,0.0454919218416708,1.0,0.0675361473661807
DEU_LocationALower-12_14_T-1,0.0470129990478891,1.0,0.0243361445998419
DEU_LocationALower-12_15_T-1,0.0126276200428853,1.0,0.1274401454423477
DEU_LocationALower-12_17_T-1,0.0288664283871161,1.0,0.0902881427439927
DEU_LocationALower-12_19_T-1,0.0742486984789979,1.0,0.0812161395938575
DEU_LocationALower-12_1_T-1,0.3617833621747913,1.0,0.0871201388367173
DEU_LocationALower-12_20_T-1,0.0989665943209154,1.0,0.0165601379738773
DEU_LocationALower-12_21_T-1,0.0909777766985538,1.0,0.0357121392561309
DEU_LocationALower-12_22_T-1,0.1902622173668494,1.0,0.1277281465955385
DEU_LocationALower-12_23_T-1,0.0964539971139787,1.0,0.0164161380114426
DEU_LocationALower-12_4_T-1,0.117873222614497,1.0,0.080640144
DEU_LocationALower-12_5_T-1,0.1345303192446649,1.0,0.0332641411286825
DEU_LocationALower-12_7_T-1,0.0059649767312912,1.0,0.1094401495131748
DEU_LocationALower-12_9_T-1,0.1792933125849159,1.0,0.1252801455669316
DEU_LocationALower-13_11_T-1,0.1635699330663058,1.0,-0.0738718564595804
DEU_LocationALower-13_13_T-1,0.008053813560917,1.0,0.0493921406004427
DEU_LocationALower-13_17_T-1,0.0261069058535664,1.0,0.0093601471271922
DEU_LocationALower-13_19_T-1,0.0967428889924988,1.0,0.1113121430415414
DEU_LocationALower-13_1_T-1,0.3194200643678844,1.0,-0.0292318494940769
DEU_LocationALower-13_21_T-1,0.0098473988067829,1.0,-0.0132478559999998
DEU_LocationALower-13_22_T-1,0.3152311879198202,1.0,0.0228961473391258
DEU_LocationALower-13_23_T-1,0.9591070592846128,1.0,0.0732961370479387
DEU_LocationALower-13_26_T-1,0.0081629849218148,1.0,-0.0279358623345841
DEU_LocationALower-13_27_T-1,0.5327121148414721,1.0,0.0184321410416607
DEU_LocationALower-13_2_T-1,0.2313402220251057,1.0,-0.0682558504764521
DEU_LocationALower-13_3_T-1,0.0568808547142945,1.0,0.0921601428816595
DEU_LocationALower-13_5_T-1,-0.0064409951103617,1.0,0.0259201484555259
DEU_LocationALower-13_7_T-1,1.0,1.0,-0.0371518601656833
DEU_LocationALower-13_8_T-1,0.181062561879082,1.0,0.0483841392802134
DEU_LocationALower-13_9_T-1,0.9558021742462708,1.0,0.087264143697029
DEU_LocationALower-14_10_T-1,0.6769272710506955,1.0,0.0570241430884158
DEU_LocationALower-14_11_T-1,1.0,1.0,-0.0505438622218303
DEU_LocationALower-14_12_T-1,0.0750846434619342,1.0,0.0079201377988691
DEU_LocationALower-14_14_T-1,0.1550014874557432,1.0,-0.0884158607066386
DEU_LocationALower-14_15_T-1,0.1711398137937661,1.0,0.1203841398385677
DEU_LocationALower-14_16_T-1,0.5761093443610659,1.0,-0.0351358559999998
DEU_LocationALower-14_18_T-1,0.0030627706602939,1.0,-0.0128158560063629
DEU_LocationALower-14_19_T-1,0.2711712815869502,1.0,-0.1386718519998626
DEU_LocationALower-14_1_T-1,0.0182866115462074,1.0,-0.0030238548782257
DEU_LocationALower-14_23_T-1,0.2387240635507211,1.0,0.0299521456487795
DEU_LocationALower-14_24_T-1,0.102638396587421,1.0,0.1209601451875031
DEU_LocationALower-14_26_T-1,0.2604881336266003,1.0,-0.0469438615347672
DEU_LocationALower-14_28_T-1,0.1576822135786135,1.0,0.0803521407206309
DEU_LocationALower-14_3_T-1,1.0,1.0,0.0010081371711507
DEU_LocationALower-14_4_T-1,0.5882429965625159,1.0,-0.013823849013645
DEU_LocationALower-14_5_T-1,-0.0050497293515587,1.0,0.0144001463637228
DEU_LocationALower-14_6_T-1,0.0068141408555791,1.0,-0.0015838496947732
DEU_LocationALower-14_7_T-1,0.3632106118409223,1.0,-0.1369438620501337
DEU_LocationALower-14_8_T-1,0.1410742338665235,1.0,-0.0011518581540589
DEU_LocationALower-14_9_T-1,0.0050757235970593,1.0,0.1146241414637817
